"Time";"Res_Espinheira";"Res_Aveleira";"Res_Albarqueira";"P_Aveleira";"P_Albarqueira";"PE_Albarqueira";"PE_Aveleira";"PE_Espinheira"
"2019-04-15T01:38:00+01:00";2.75;4.096400132;4.163299985;0;114.3000031;12.19999981;10;4.699999809
"2019-04-15T01:39:00+01:00";2.75;4.096400132;4.163299985;0;114.3000031;12.5;10.30000019;4.900000095
"2019-04-15T01:40:00+01:00";2.75;4.096400132;4.163299985;0;114.5;13.5;11.80000019;4.699999809
"2019-04-15T01:41:00+01:00";2.75;4.096400132;4.163299985;0;114.59999850000001;12.89999962;11.39999962;4.5
"2019-04-15T01:42:00+01:00";2.75;4.096400132;4.163299985;0;114.59999850000001;13.19999981;11.89999962;4.900000095
"2019-04-15T01:43:00+01:00";2.75;4.096400132;4.163299985;0;114.40000149999999;12.80000019;12;4.900000095
"2019-04-15T01:44:00+01:00";2.75;4.096400132;4.163299985;0;114.90000149999999;13.19999981;10.80000019;5.099999905
"2019-04-15T01:45:00+01:00";2.75;4.096400132;4.163299985;0;114;13.10000038;10.39999962;5
"2019-04-15T01:46:00+01:00";2.75;4.096400132;4.163299985;0;115.3000031;12.39999962;10;4.900000095
"2019-04-15T01:47:00+01:00";2.75;4.096400132;4.163299985;0;115;12.69999981;11.10000038;4.699999809
"2019-04-15T01:48:00+01:00";2.75;4.096400132;4.163299985;0;114;13.60000038;10.39999962;4.5
"2019-04-15T01:49:00+01:00";2.75;4.096400132;4.163299985;0;113.90000149999999;13.30000019;11;4.5
"2019-04-15T01:51:00+01:00";2.75;4.096400132;4.215999985;0;114.09999850000001;14.19999981;10.5;4.5
"2019-04-15T01:52:00+01:00";2.75;4.096400132;4.215999985;0;114.5;15.19999981;10.19999981;4.5
"2019-04-15T01:53:00+01:00";2.75;4.096400132;4.215999985;0;114;15.5;9.100000381;4.599999905
"2019-04-15T01:54:00+01:00";2.75;4.096400132;4.215999985;0;113.5;14.60000038;9.5;4.5
"2019-04-15T01:55:00+01:00";2.75;4.096400132;4.215999985;0;114.3000031;14.89999962;9.600000381;4.400000095
"2019-04-15T01:56:00+01:00";2.75;4.096400132;4.215999985;0;114.59999850000001;14;9.800000191;4.400000095
"2019-04-15T01:57:00+01:00";2.75;4.096400132;4.215999985;0;114;14.5;9.699999809;4.5
"2019-04-15T01:58:00+01:00";2.75;4.096400132;4.215999985;0;114.5;16.10000038;9.100000381;4.599999905
"2019-04-15T01:59:00+01:00";2.75;4.096400132;4.215999985;0;113.59999850000001;15.30000019;9.5;4.400000095
"2019-04-15T02:00:00+01:00";2.75;4.096400132;4.215999985;0;113.90000149999999;14.30000019;10.10000038;4.300000191
"2019-04-15T02:01:00+01:00";2.75;4.096400132;4.215999985;21.29999924;114.3000031;13.80000019;9.800000191;4.5
"2019-04-15T02:02:00+01:00";2.75;4.096400132;4.215999985;40.79999924;114.3000031;13.80000019;8.699999808999998;4.599999905
"2019-04-15T02:03:00+01:00";2.75;4.096400132;4.215999985;40.70000076;114.09999850000001;14.10000038;9.399999619;4.300000191
"2019-04-15T02:04:00+01:00";2.75;4.096400132;4.215999985;40.70000076;114;13.89999962;8.5;4.199999809
